,freq,spread
0,1.0628704438831642,233.8450577469072
1,1.0957727489480462,217.52398593199646
2,1.1296935804803945,267.0827156114036
3,1.1646644680694849,256.51823106453935
4,1.2007179173371578,243.23120002111352
5,1.2378874401519626,197.90120956412187
6,1.2762075857786137,172.60899241009074
7,1.3157139729917104,178.0050208309015
8,1.356443323183576,165.68266280707712
9,1.3984334944969807,138.10349738567038
10,1.441723517014482,127.25520710978901
11,1.4863536290370902,134.22532278122287
12,1.532365314485979,112.06957215431848
13,1.5798013414620042,110.34309145889999
14,1.6287058019988767,114.78804012358532
15,1.6791241530469383,123.4994050465001
16,1.7311032587256312,108.53540694917336
17,1.7846914338839417,93.88838106578314
18,1.839938489009304,119.29914516778972
19,1.8968957765267056,117.75931846673288
20,1.9556162385310367,126.3820346009477
21,2.016154455997039,119.41646149679806
22,2.078566699512608,86.21683378308482
23,2.1429109815825926,85.06496165975943
24,2.209247110551728,92.89750455339049
25,2.277636746196797,81.62654171114482
26,2.348143457039713,74.21383850110857
27,2.420832779434796,65.40703861222724
28,2.495772278485148,65.88679986690485
29,2.573031610844775,66.80882943642882
30,2.652682589464805,61.423090388308836
31,2.734799250343999,61.36530140058118
32,2.819457921345599,53.29104093780784
33,2.906737293144471,51.352441899776025
34,2.9967184923705,54.4503324223956
35,3.089485157016211,56.004642144609946
36,3.18512351417872,49.085105006869355
37,3.283722460208267,50.81208684700514
38,3.3853736433378394,54.119653075868385
39,3.4901715488706766,52.41141309723834
40,3.5982135870048544,45.72301552374386
41,3.7096001833765673,40.063375867474
42,3.8244348724062815,42.415451589606235
43,3.942824393534519,40.013704363474034
44,4.064878790436717,35.05858305035728
45,4.1907115133094015,40.26083345990879
46,4.320439524322733,51.834980196789246
47,4.4541834063374495,62.002625612820076
48,4.59206747498727,67.99720371748714
49,4.73421989423091,52.34430363477401
50,4.88077279548116,40.63232218641484
51,5.031862400421714,48.382568354308376
52,5.187629147625933,50.33641597024038
53,5.348217823095231,56.774564019561936
54,5.513777694838416,60.43289515665697
55,5.684462651617078,63.37567072122032
56,5.8604313459859965,66.2442130319001
57,6.041847341761513,53.02798370732431
58,6.228879266054945,44.871614992032036
59,6.421700966012375,45.32192777592787
60,6.620491670406459,52.049926429544335
61,6.825436156230516,64.34750382665642
62,7.036724920449704,69.19861632259435
63,7.254554357068926,72.21687032330294
64,7.479126939682099,65.50814728950766
65,7.710651409672393,50.17966011287172
66,7.949342970238445,49.468276311093625
67,8.195423486426842,59.89166755681885
68,8.449121691356845,63.247902592628805
69,8.710673398829007,57.73857160136808
70,8.980321722515322,55.91088351669021
71,9.258317301934657,59.41806005430222
72,9.544918535423482,63.88948964617893
73,9.840391820318468,66.52722410716167
74,10.145011800574196,64.62733226538329
75,10.459061622046148,53.55447340646113
76,10.782833195676236,44.49857247022445
77,11.116627468825556,48.91533527685937
78,11.46075470500652,50.567609084708465
79,11.815534772274397,48.430633382824425
80,12.18129744054634,49.89212333174434
81,12.558382688124247,51.072756842903686
82,12.94714101770634,53.58801718482882
83,13.347933782181263,48.073390661345925
84,13.76113352050746,43.00694301005146
85,14.18712430399008,47.098823067705325
86,14.626302093277252,45.84917340974434
87,15.079075106407563,46.55782193649244
88,15.545864198250849,49.01224607196323
89,16.027103251694978,49.64621913585205
90,16.52323958094227,47.44190381960722
91,17.034734347290346,47.68530807589349
92,17.56206298778398,59.885489764661344
93,18.105715657136276,68.86730608155418
94,18.666197683330044,66.42732857248973
95,19.244030037322787,64.39150830580279
96,19.83974981729189,68.24794225672821
97,20.45391074787021,73.30375566778852
98,21.08708369483596,80.2543577215549
99,21.73985719573544,81.3382254961283
100,22.41283800693173,77.83268776450643
101,23.10665166758793,78.89464710846549
102,23.821943081108984,78.71839891119541
103,24.55937711458284,80.06851102598006
104,25.319639216777777,80.79095850077248
105,26.10343605527068,81.10155003669604
106,26.911496173298165,84.88409021539793
107,27.744570666941332,78.5664636257061
108,28.603433883273496,72.30497553346308
109,29.48888414011976,77.30856639231142
110,30.40174446809764,78.50539655471121
111,31.342863375628287,76.31858274801674
112,32.313115637629465,81.24066157867956
113,33.313403108623405,74.5178186039647
114,34.344655561015244,68.20790829491582
115,35.407831549321344,70.4940602494437
116,36.50391930115065,63.14953952186681
117,37.63393763576748,62.69784509294168
118,38.79893691108921,65.17384447611964
